OBJECTID,record_id,date_opened,record_status,date_closed,Full,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,Address,description,planner_id,module,City,State,Zip
"44,085",2015-015789PRJ,12/10/2015 12:00:00 AM +0000,Under Review,,828 BRANNAN ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,828 BRANNAN ST,"The proposed project would demolish the existing building on the site, and construct a seven-story, 68-foot tall, approximately 58,553 gross-square-foot (gsf) mixed-use building. The building would consist of 50 dwellings, with a mix of 10 (20%) studio, 10 (20%) one-bedroom, 25 (50%) two-bedroom, and 5 (10%) loft units. The ground floor provides for a residential lobby, a community/fitness room, a bicycle storage room for 30 Class 1 bicycle parking spaces, 2,104 sf of commercial space, and a trash room. Below grade 7,651 gsf provides 22 auto parking spaces including 1 car share, 60 Class 1 bicycle parking spaces, building services and storage. The project would provide approximately 2,687 gsf in the rear yard and 4,819 gsf on a roof deck of common open space and approximately 455 gsf of private open space (a total of 5 private balconies) on floors three to seven.  The project is subject to hearing by the Planning Commission under Section 329 for review of a Large Project Authorization and neighborhood notification under Section 312.  Under the Large Project Authorization, the project is seeking exceptions to Planning Code Sections 134 for a rear yard modification and 140 for dwelling unit exposure.
The proposed project is located on Lot 004E on Assessors Block 3780: 828 Brannan Street on north side of Brannan Street, at the corner of Langton Street in the South of Market neighborhood and within the UMU (Urban Mixed Use) Zoning and 68-X Height District. The approximately 13,000 square-foot lot is currently occupied by a 2-story industrial building constructed in 1936 which has been determined to not be a historic resource. (Updated 9-10-18 kjd)",KDURANDE,Planning,San Francisco,Ca,94124
"11,348",2018-003275PRJ,03/07/2018 12:00:00 AM +0000,Under Review,,2955 PIERCE ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2955 PIERCE ST,Variance from the rear yard requirements to permit the expansion and connection of two existing roof decks that extend into the required rear yard.,SYOUNG,Planning,San Francisco,Ca,94114
"62,808",2014.1109,07/17/2014 12:00:00 AM +0000,Under Review,,"3125 FOLSOM ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3125 FOLSOM ST,Demolish existing one-story garage and construct a 3-story building with two residences and four parking spaces . Variance request to the parking requirement of Bernal Heights SUD.,,Planning,San Francisco,Ca,94105
158,2018-017031ZAV,12/19/2018 12:00:00 AM +0000,Pending Review,,233 GEARY ST 94102,Zoning Administrator Verification Letter (ZAV),ZAV,Planning,Letters,Research,Planning/Research/Letters/ZAV,233 Geary Street - ZAV Request,"AEI Consultants has been retained to conduct a Zoning Analysis Report for a client at Parcel No: 0314001.
Please see attached.  
In order to complete our report, we are requesting the following information on the property: 
                                                                                                                                                                      
	Zoning Verification Letter
	Any Site Plan Approvals/Development Documents on file
	Any outstanding building and fire code violations on file
	All Variances or Special Permits/Approvals on file
	Copies of Certificates of Occupancy on file",BHICKS,Planning,San Francisco,Ca,94105
"13,462",2018-000735PRL,01/10/2018 12:00:00 AM +0000,Open,,358 ARGUELLO BLVD 94118,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,358 Arguello Blvd.,"Replace 5 wood sashes at front.  Wood-for-wood, in-kind replacement.  No other work.",,Planning,San Francisco,Ca,
"63,619",2014.0908,06/11/2014 12:00:00 AM +0000,Under Review,,"120 ELLIS ST, SAN FRANCISCO, CA 94102",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,120 Ellis Street,Hotel Conversion,,Planning,San Francisco,Ca,94102
"17,659",2017-012135PRJ,09/21/2017 12:00:00 AM +0000,Under Review,,2243 FULTON ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2243 FULTON ST,"Variance from the rear yard requirement to permit the construction of a deck, stairs,and new firewall within the required rear yard.",DWEISSGL,Planning,San Francisco,Ca,
"17,660",2017-012192PRJ,09/21/2017 12:00:00 AM +0000,Open,,747 MARKET ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,747 MARKET ST,Conditional Use Authorization application to legalize an existing massage establishment within the Equinox fitness center.,LCOOK,Planning,San Francisco,Ca,94103
"36,204",2016-007955PRJ,06/17/2016 12:00:00 AM +0000,Open,,"900 NORTH POINT ST, #713 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,900 NORTH POINT ST,"West Plaza terrace and planter alterations, new storefront at lower level of Chocolate Building, replacement of non-historic stairs at Promenade Level.",MLAVALLE,Planning,San Francisco,Ca,94103
"66,254",2014.0232,02/13/2014 12:00:00 AM +0000,Under Review,,"101 LIBERTY ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 LIBERTY ST,Certificate of Appropriateness request to legalize the enclosure of a rear deck to create a greenhouse.,,Planning,San Francisco,Ca,
"3,926",2018-012544ZAD,09/13/2018 12:00:00 AM +0000,Under Review,,1040 GRANT AVE 94133,Zoning Administrator Determination Letter (ZAD),ZAD,Planning,Letters,Research,Planning/Research/Letters/ZAD,1040 Grant Avenue - ZAD Request,Request for Letter of Determination - Chase Bank/Chinatown Grant Expansion,NTRAN,Planning,San Francisco,Ca,94114
"3,688",2018-012817TDT,09/18/2018 12:00:00 AM +0000,Under Review,,301 VAN NESS AVE 94102,Certificate of Transfer-TDR (TDT),TDT,Planning,Letters,Research,Planning/Research/Letters/TDT,301 VAN NESS AVE,Certificate of Transfer for Transferable Development Rights (from a Transfer Lot),APERRY,Planning,San Francisco,Ca,94105
"31,775",2016-013088PRJ,10/11/2016 12:00:00 AM +0000,Under Review,,10 04TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,10 4th Street,"TRADER JOES SIGN - ELECTRIC, WALL, SINGLE FACE SIGN. MAHER NA",FMCMILLE,Planning,San Francisco,Ca,94103
"23,966",2017-005232PRJ,04/27/2017 12:00:00 AM +0000,Under Review,,610 GATES ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,610 GATES ST,"The proposal seeks to modify a portion of the roof on an existing single-family dwelling. A shed roof currently exists along the south property line, and the proposal seeks to create a flat roof at the existing second story that will raise the height approximately 2 feet at the south exterior wall.",MCHANDLE,Planning,San Francisco,Ca,94110
"7,412",2018-008674PRJ,06/13/2018 12:00:00 AM +0000,Open,,818 RHODE ISLAND ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,818-820 RHODE ISLAND,Re-classification of property -To retain the windows at the property.,VBYRD,Planning,San Francisco,Ca,94107
"61,159",2014.154,10/08/2014 12:00:00 AM +0000,Under Review,,"3330 16TH ST, SAN FRANCISCO, CA 94114",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3330 - 3334 16TH ST,6 Unit Condo Conversion (DPW ECP),,Planning,San Francisco,Ca,94114
"43,986",2015-010668PRJ,12/14/2015 12:00:00 AM +0000,Open,,244 09TH ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,244 09TH ST,"Proposed new construction of 5 story over basement building with 19 SRO units and 2 commercial units.
The PPA was submitted on 8/18/15 and the 90 day deadline is 11/16/15.",VBYRD,Planning,San Francisco,Ca,94103
"58,950",2014-002399PRJ,12/04/2014 12:00:00 AM +0000,Under Review,,1246 38TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1246 38TH AVE,LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,MBOUDREA,Planning,San Francisco,Ca,94122
"11,210",2018-003464PRJ,03/12/2018 12:00:00 AM +0000,Under Review,,2253 MARKET ST 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2253 MARKET ST,"Conditional Use Authorization to establish a non active commercial use at the ground floor of the building (825 sf). Allegre Home Care (applicant) currently operates at this location as an Institutional Use that provides job training, which is not identified as an active commercial use. CUA will formally establish the land use.",MCHANDLE,Planning,San Francisco,Ca,94114
"62,720",2014.1136,07/22/2014 12:00:00 AM +0000,Under Review,,"700 SOUTH VAN NESS AV, SAN FRANCISCO, CA",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,700 - 718 SOUTH VAN NESS AV,2 Lot Subdivision,,Planning,CA,Ca, 
"54,621",2015-004260PRJ,04/03/2015 12:00:00 AM +0000,Complete,,2701 SAN BRUNO AVE 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2701 SAN BRUNO AVE,CHANGE OF USE FROM EXISTING BEAUTY SALON TO PROPOSED CAFE BUSINESS PER PLAN. N/A MAHER ORDINANCE,EOROPEZA,Planning,,Ca,94134
"2,094",2018-014760PRL,10/29/2018 12:00:00 AM +0000,Open,,409 COUNTRY CLUB DR 94132,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,409 COUNTRY CLUB DR,"Replace 10 vinyl inserts, 8 at the rear with fiberglass, 2 at the front with wood interior aluminum exterior. No grids.
NO BBNs or planning code complaints.",EOROPEZA,Planning,,Ca,94132
"27,998",2017-000723PRJ,01/18/2017 12:00:00 AM +0000,Open,,1101 09TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,SFDPW - SF Police Dept. Park Station Rehab. Proj - 1899 Waller St.,SFDPW - SF Police Department Park Station Rehabilitation Project - 1899 Waller Street,VBYRD,Planning,,Ca,94122
"44,629",2015-015832PRJ,12/02/2015 12:00:00 AM +0000,Under Review,,360 WEST PORTAL AVE 94127,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,360 West Portal Ave - Signs,Erect a single-faced non-electric double-faced projecting sign. Erect a single-faced non-electric wall sign.,BHICKS,Planning,,Ca,94127
"63,775",2014.0848,06/05/2014 12:00:00 AM +0000,Pending,,"2802 24TH ST, SAN FRANCISCO, CA 94110",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2800 24TH STREET,Conditional Use Authorization request to add Other Entertainment to an existing Bar.,,Planning,,Ca,94102
"38,078",2016-005739PRJ,05/04/2016 12:00:00 AM +0000,Open,,1675 HOWARD ST 94103,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1675 Howard Street,"Proposed removal & replacement of (E) first floor windows at Howard Street. Construction of (N) 12'-6"" building on top of (E) parking structure.",,Planning,,Ca,94102
"7,835",2018-007911PRJ,06/04/2018 12:00:00 AM +0000,Under Review,,985 VALENCIA ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,985 VALENCIA ST,N) ROOF DECK - REPAIR (E) REAR STAIRS (LESS THAN 50%),MPUTRA,Planning,,Ca,94109
672,2018-016432PIC,12/06/2018 12:00:00 AM +0000,Consultation,,2050 16TH AVE 94116,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2050 16TH AVE,Applicant submitted a UDU screening application for review.,DGANETSO,Planning,,Ca,94116
"5,467",2018-010741PIC,08/06/2018 12:00:00 AM +0000,Open,,1370 NATOMA ST 94103,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1370 Natoma,OTC. 1) DU OTC to convert storage to DU at front building. 2) Expansion of E DU at rear building into lower level storage.,MBOUDREA,Planning,,Ca,94103
"28,125",2017-000529PRL,01/12/2017 12:00:00 AM +0000,Open,,832 BAY ST 94109,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,832 BAY ST,install two new douible hung wood sash windows at the front first floor. new windows to be custom wood windows with ogee lugs to match existing.,SPARKS,Planning,,Ca,94109
"9,722",2018-005772PRJ,04/17/2018 12:00:00 AM +0000,Under Review,,2664 MISSION ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2664 MISSION ST,T.I. ON GROUND FL & BASEMENT LEVEL. CHANGE OF USE ON 2ND FLOOR FROM OFFICE/FRIENDSHIP RM TO RETAIL SPACE - ADDING 2916 SQ FT TO EXPAND RETAIL SPACE TO BASEMENT AND 2ND FL. NEW STAIR TO BASEMENT AND 2ND LOOR FROM 1ST FLOOR.,MBOUDREA,Planning,,Ca,94110
777,2018-016316PRL,12/04/2018 12:00:00 AM +0000,Open,,3627 17TH ST 94114,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,3627 17TH ST,Replace existing vehicular gate and fencing along front property with mechanical sliding gate and fencing and pedestrian gate.,FMCMILLE,Planning,,Ca,94114
266,2018-016941PRJ,12/17/2018 12:00:00 AM +0000,Accepted,,101 CALIFORNIA ST 94111,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 CALIFORNIA ST,"Project proposes to revitalize the pedestrian realm by redesigning the plaza, updating the glazing at the lobby entrance, and incorporating minor interior alterations in the lobby.",CASBAGH,Planning,,Ca,94111
"29,447",2016-015686PRJ,12/07/2016 12:00:00 AM +0000,Under Review,,222 BATTERY ST 94111,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,222 BATTERY ST,"TO ERECT ONE LED, ELECTRIC, WALL, PROJECTING, DOUBLE FACED, 2 NON-ILLUMINATED CHANEL LETTERS. N/A FOR MAHER",FMCMILLE,Planning,,Ca,94111
"1,444",2018-014598PRJ,11/14/2018 12:00:00 AM +0000,Accepted,,1264 17TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1264 17TH AVE,LEGALIZE DWELLING UNIT AT FIRST FLOOR PER ORDINANCE NO 43-14.,MCHANDLE,Planning,,Ca,94122
"5,343",2018-010353PRJ,07/27/2018 12:00:00 AM +0000,Under Review,,120 BACHE ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,120 BACHE ST,"The proposed project would merge five lots, and re-subdivide into 3 parcels rotated 90 degrees. Variances would be required for the lot frontage and lot width. We would then build three duplexes, with access via a private driveway easement. Each building would be three stories over basement (by segment), with the height controlled by Section 242(3)(1)(a). Unit A will be located on the upper two levels, and feature two bedrooms. Unit B will be located on the lower three levels. A two car garage will be provided in each building, along with four bicycles. Private decks will provide open space for each unit, with access to the rear yard.",XLIANG,Planning,,Ca,94110
"41,550",2016-001557PRJ,02/05/2016 12:00:00 AM +0000,Under Review,,184 HOOPER ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,184-188 HOOPER ST,"As part of the campus consolidation and expansion efforts, the California College of the Arts (CCA) is proposing to construct a new student housing building with ground floor retail sales and service use (food hall) at 188 Hooper Street, minor renovations at 1111 8th Street (current CCA headquarters), and to construct a new institutional building at 1140 7th Street. 
188 Hooper Street: The Project includes demolition of the three existing buildings on the project site used as studios, and new construction of a five-story, 56-ft tall, student housing residential building (approximately 133,634 gross square feet) with 280 group housing units (520 student beds), approximately 8,000 square feet of retail sales and service use, 167 Class 1 bicycle parking spaces, and 27 Class 2 bicycle parking spaces. The Project includes a group housing unit mix consisting of 17 four-bedroom, 7 three-bedroom units, 161 two-bedroom units, and 95 one-bedroom units. The Project includes 10,999 square feet of public open space, 10,599 square feet of common open space via ground floor courtyards (mid-block alley) and a 400-sq. ft roof deck. 
1140 7th Street: The Project includes converting a surface parking lot to allow new construction of a two-to-four-story, 58-ft tall, institutional building with approximately 96,500 gross square feet of arts education space, including: studios, design labs, classrooms, and fabrication shops. Seven Class 1 bicycle parking spaces and 61 Class 2 spaces would be provided. A new off-street freight loading space would be provided from Irwin Street. No new vehicle parking is proposed. 
1111 8th Street: The Project includes minor renovations including a new HVAC system.",EPURL,Planning,,Ca,94107
"59,063",2014-002269PRJ,12/02/2014 12:00:00 AM +0000,Under Review,,25 CYRIL MAGNIN ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 Hallidie Plaza,"Install two new signs for existing ground floor retail tenant dba Carl's Jr.  Signs are illuminated, individual letters mounted on a raceway.",RSALGADO,Planning,,Ca,94102
"7,557",2018-008226PRJ,06/08/2018 12:00:00 AM +0000,Under Review,,1851 14TH AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1851 14TH AVE,REMOVE WET BAR & ALL UNPERMITTED WORK CITED IN NOV 201648333. REMOVE UNPERMITTED ELECTRICAL & PLUMBING WORK & REPLACE PER APPLICABLE CODES. REMOVE STREET LEVEL TO ORIGINAL PLAN.,BHICKS,Planning,,Ca,94122
"17,812",2017-012024PRL,09/19/2017 12:00:00 AM +0000,Open,,74 GLADYS ST 94110,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,74 GLADYS ST,permit revision to #201708175121 to allow hardy plank on the secondary faade per historic preservation (Justin Greving). pimary faade still requires wood siding and windows.,LFISHER,Planning,,Ca,94110
"16,977",2017-012971PRJ,10/10/2017 12:00:00 AM +0000,Under Review,,717 UNION ST 94133,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,717 UNION ST,Variance from the rear yard requirement to permit the conversion of an existing garage into two(2) accessory dwelling units.,DWEISSGL,Planning,,Ca,94133
"1,820",2018-015127PRJ,11/05/2018 12:00:00 AM +0000,Accepted,,4526 03RD ST 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4526 03RD ST,Conditional Use Authorization to permit a change of use to permit commercial cannabis retail.,,Planning,,Ca,94124
