OBJECTID,record_id,date_opened,record_status,date_closed,address,record_type,record_type_category,record_type_group,record_type_subtype,record_type_type,record_type_4level,record_name,description,planner_id,module
"30,771",2016-014248PRL,11/01/2016 12:00:00 AM +0000,Open,,1714 LAKE ST 94121,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1714 LAKE ST,"rear deck (maintains 25% rear yard and less than 10' tall, so no 311) and roof deck within existing built area. side parapet cannot be solid more than 30"" tall.",LFISHER,Planning
"5,882",2018-010240PRJ,07/25/2018 12:00:00 AM +0000,Accepted,,1486 UNDERWOOD AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1486 UNDERWOOD AVE,"COMPLY W/ N.O.V# 201709801. 1ST FLR - ADD 2 BEDRMS, FULL BATHRM, FAMILY RM, RELOCATE WASHER DRYER.",MBOUDREA,Planning
"19,040",2017-010717PIC,08/21/2017 12:00:00 AM +0000,Consultation,,18 MARSILY ST 94112,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,18 Marsily - ADU,add ADU at ground floor,MBOUDREA,Planning
"34,328",2016-010147PRJ,08/04/2016 12:00:00 AM +0000,Open,,18 PROSPECT AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,18 Prospect Avenue,Facade modifications and alterations.,,Planning
"36,528",2016-007554PRJ,06/09/2016 12:00:00 AM +0000,Under Review,,722 PRAGUE ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,722 PRAGUE ST,Change of use and expansion of existing garage to a residential dwelling unit (studio). Variance granted per 2016-007554VAR.,NKWIATKO,Planning
"51,435",2015-005592PRJ,06/23/2015 12:00:00 AM +0000,Under Review,,151 LAIDLEY ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,151 Laidley Street,Construction of 1 story above and 2 stories below existing SFH. Alterations to existing floor plans.,JHORN,Planning
"57,884",2015-000244PRJ,01/08/2015 12:00:00 AM +0000,Under Review,,497 CAMPBELL AVE 94134,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,497 CAMPBELL AVE,LEGALIZ IN-LAW UNIT AT 1ST FLOOR PER ORDINANCE 43-14.,NKWIATKO,Planning
"1,025",2018-016008PRL,11/27/2018 12:00:00 AM +0000,Under Review,,1777 YOSEMITE AVE 94124,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1777 Yosemite Ave - ATT WTS Facility,ATT is request5ing approval for modification of existing Macro WTS facilty,AWOODS,Planning
"2,529",2018-014126PRJ,10/17/2018 12:00:00 AM +0000,Under Review,,1119 STANYAN ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1119-1121 Stanyan Street,REPLACING DETERIORATED REAR DECK AND STAIRS TO COMPLY WITH NOV #201828841.,KWILBORN,Planning
"31,209",2016-013700PRJ,10/21/2016 12:00:00 AM +0000,Under Review,,2124 22ND ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2124 22ND ST,LEGALIZATION OF DWELLING UNIT INSTALLED WITHOUT PERMIT. UNIT LEGALIZATION ORD 43-14.,CCAMPBEL,Planning
"9,287",2018-006276PRJ,04/26/2018 12:00:00 AM +0000,Under Review,,550 LARKIN ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,550 LARKIN ST,"Add three new ADUs at ground floor of (e) building per ordinance 162-16. At front facade of building, enlarge (e) openings for 6 new wood casement windows and relocate (e) fire hydrants. No other changes to building facade proposed.",DGANETSO,Planning
"25,409",2017-003615PRJ,03/24/2017 12:00:00 AM +0000,Under Review,,4500 MISSION ST 94112,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,4500 MISSION ST,ADU PER ORDINANCE NO. 162-16. CONSTRUCT AN ACCESSORY DWELLING UNIT IN EXISTING PARKING GARAGE. REFER TO PA #201701177299 FOR ROOF DECK.,NKWIATKO,Planning
"3,304",2018-013278PIC,09/27/2018 12:00:00 AM +0000,Consultation,,3259 MISSION ST 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,3259 MISSION ST,Legalization,DGANETSO,Planning
"3,866",2018-012638PIC,09/14/2018 12:00:00 AM +0000,Consultation,,315 MOUNT VERNON AVE 94112,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,315 Mount Vernon,ADU per C6 at the rear of the garage,MCHANDLE,Planning
"40,422",2016-003012PRJ,03/04/2016 12:00:00 AM +0000,Submitted,,2724 PACIFIC AVE 94115,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2720-24 Pacific Avenue,Proposed replacement and lowering of foundation slab for an (E) SFH. Expansion & repair of (E) light well along west elevation. Infill under (E) deck enclosed on three sides. Proposed excavation.,,Planning
156,2018-017030PIC,12/19/2018 12:00:00 AM +0000,Consultation,,524 DEWEY BLVD 94116,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,524 Dewey Blvd,New ADU at first floor,MCHANDLE,Planning
"28,046",2017-000663PRJ,01/17/2017 12:00:00 AM +0000,Under Review,,610 BRANNAN ST 94107,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,610-698 BRANNAN,"Office Allocation Application to demolish the existing Flower Mart warehouse buildings and associated surface parking lots on six lots (Block 3778; Lots 1B, 2B, 4, 5, 47, and 48) on Brannan Street between 5th Street and 6th Street within the proposed Central SoMa Plan Area (the Property or  Project Site). To replace the demolished structures, the Project Sponsor would construct a development with approximately 2,269,980 square feet of above-grade buildings and 458,523 square feet of below-grade parking and loading, as follows: (1) 2,030,560 square feet of office space; (2) 94,420 square feet of retail/restaurant space; (3) a 125,000-square-foot new Flower Mart, including a 115,000-square-foot above-ground wholesale flower market facility and 10,000 square feet of accessory retail space controlled by the San Francisco Flower Mart; (4) a 20,000-square-foot above-grade loading dock, sufficient to accommodate eight large and medium-sized trucks, for wholesale flower market loading along an expanded shared service drive; (5) 345,119 square feet of below-grade office and retail parking; (5) 113,404 square feet of below-grade Flower Mart parking and loading; (6) plus a 40,612 square foot privately owned open space (POPOS) at grade level and three amenity decks above the new Flower Mart warehouse (collectively referred to as the Project).",ESAMONSK,Planning
"42,681",2016-000221PRJ,01/07/2016 12:00:00 AM +0000,Under Review,,2965 25TH AVE 94132,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2965 25TH AVE,LEGALIZE DWELLING UNIT AT 1/F PER ORDINANCE NO.43-14,GPANTOJA,Planning
"3,882",2018-012623PRJ,09/13/2018 12:00:00 AM +0000,Under Review,,1 JONES ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1 JONES ST,"Project is to reestablish office use at the entirety of the subject site, previously occupied by office use by the San Francisco Police Department. No interior or exterior alterations proposed or approved at this time.",SADINA,Planning
"65,846",2014.0341,03/06/2014 12:00:00 AM +0000,Under Review,,"1201 PACIFIC AV, SAN FRANCISCO, CA 94109",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1201 PACIFIC AV,"Add one residence, add two parking space, and reduce retail use at ground floor. Alter rear yard open space, remove fence, and add elevator tower.",MBOUDREA,Planning
"43,927",2015-016552PRJ,12/16/2015 12:00:00 AM +0000,Under Review,,3347 FILLMORE ST 94123,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3347 Fillmore Street,"DEMOLITION OF A (2) STORY RESTAURANT.
TO ERECT A (4) STORY, TYPE 1A, 2-UNIT RESIDENTIAL AND RETAIL BUILDING.",MDITO,Planning
"14,323",2017-016102PRJ,12/18/2017 12:00:00 AM +0000,Under Review,,1237 SHAFTER AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1237 SHAFTER AVE,Dwelling unit legalization.,KPHUNG,Planning
"27,351",2017-001456PRJ,02/02/2017 12:00:00 AM +0000,Under Review,,1100 FULTON ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1100 FULTON ST,"Per 5/2/2018 revised plans and project description, work under PA#2017.0126.7999 limited to conversion of 5 garage spaces and 1,015 SF of storage into 3 new accessory dwelling units per ordinance No. 162-16. Refer to PA#2017.0113.7203 for soft story retrofit.
CONVERT 11 GARAGE SPACES & 1015 SF OF STORAGE INTO 6 NEW ACCESSORY DWELLING UNITS PER ORDINANCE NO# 162-16. REFER TO PA# 2017/01/13/7203 FOR SOFT STORY RETROFIT.",JVIMR,Planning
"36,893",2016-007135PRJ,05/31/2016 12:00:00 AM +0000,Under Review,,1582 FULTON ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1582 - 1584 FULTON ST,Variance application to legalize an existing deck within the required rear yard.,SYOUNG,Planning
"32,815",2016-011763PRJ,09/13/2016 12:00:00 AM +0000,Open,,80 MCLAREN AVE 94121,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,80 McLaren Avenue,"Minor infill at courtyard, removal of exterior elevator shaft and stair turret, reconfiguration of windows along northeast and northwest facades, and re-position columns at courtyard. Scope of work includes previously approved work covered in BPA# 201603253092 and #201606079260.",,Planning
"3,999",2018-012501PRJ,09/12/2018 12:00:00 AM +0000,Under Review,,45 CLARENDON AVE 94114,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,45 CLARENDON AVE,GARAGE: (N) ELEVATOR & ENTRY. LEVEL 1: HORIZONTAL EXPANSION. LEVEL 2: HORIZONTAL EXPANSION. LEVEL 3: (N) DECK @ MASTERBEDROOM. ROOF: (N) ROOF DECK,JHORN,Planning
"6,226",2018-009835PRL,07/17/2018 12:00:00 AM +0000,Under Review,,1639 NORTH POINT ST 94123,Project Light (PRL),PRL,Planning,Project,Project,Planning/Project/Project/PRL,1639 NORTH POINT ST,"PG&E Site Clean-up. Temporary partial demolition of rear wall, rear windows, and interior walls at ground floor, per plans.",JSPEIRS,Planning
"2,884",2018-013720PRJ,10/10/2018 12:00:00 AM +0000,Under Review,,444 LAWTON ST 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,444-446 Lawton Street,EXTEND REAR YARD DECK & STAIR,MPUTRA,Planning
34,2018-017228PIC,12/24/2018 12:00:00 AM +0000,Open,,2323 GREENWICH ST 94123,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,2323 GREENWICH ST,UDU Screening,DWEISSGL,Planning
"11,722",2018-002884PRJ,02/27/2018 12:00:00 AM +0000,Under Review,,1366 GILMAN AVE 94124,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1366 GILMAN AVE,COMPLY WITH COMPLAINT 201777104. LEGALIZE DWELLING UNIT AT 1ST FLOR PER ORDINANCE #43-14.,DGANETSO,Planning
"51,062",2015-008227PRJ,07/01/2015 12:00:00 AM +0000,Under Review,,3945 JUDAH ST 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,3945 JUDAH ST,"TO ERECT 4 STORIES, 1 BASEMENT, 6 UNITS RESIDENTIAL WITH COMMERCIAL ON GROUND LEVEL.",VFLORES,Planning
"3,530",2018-013031PRJ,09/21/2018 12:00:00 AM +0000,Open,,375 WOODSIDE AVE 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,DPW:  375 WOODSIDE AVENUE,"Increase security at the site by installing new surveillance cameras at 375 Woodside Ave. to serve the Youth Guidance Center. Cameras would be added at 19 different locations, including the exterior of buildings and attached to some existing light poles. The project site shares the parcel with the Laguna Honda Hospital, but is not included in the boundaries of this identifies historic district.",VBYRD,Planning
"11,864",2018-002703PRJ,02/22/2018 12:00:00 AM +0000,Under Review,,2163 GROVE ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2163 GROVE ST,LEGALIZE (E) UNPERMITTED SPACE - REPLACE EXISTING FULL BATH WITH 1/2 BATH. ADD 2 WINDOWS TO EXISTING STORAGE SPACE FOR USE AS,MPUTRA,Planning
"68,626",2013.1404,09/30/2013 12:00:00 AM +0000,Under Review,,1298 VALENCIA ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1278 - 1298 VALENCIA ST,"The proposed project would replace existing gas station with a six story mixed use residential building.  Provide retail facilities on the ground floor and 35 residential units on the remaining 5 stories above. 33,939sf residential units & 3,737sf retail space and 9 parking spaces.",RSUCRE,Planning
"4,590",2018-011715PRJ,08/28/2018 12:00:00 AM +0000,Under Review,,1483 FUNSTON AVE 94122,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1483 FUNSTON AVE,EXPAND (E) 3RD STORY CONSISTING OF (2)(N) BEDROOMS & BATHROOM,CCAMPBEL,Planning
"62,110",2014.1302,08/22/2014 12:00:00 AM +0000,Under Review,,2906 FOLSOM ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2906 FOLSOM ST,Variance request to the rear yard requirement to permit the reconfiguration of dwelling units in an existing non-conforming structure.,RSUCRE,Planning
"42,642",2016-000240PRJ,01/07/2016 12:00:00 AM +0000,Under Review,,1322 WAWONA ST 94116,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1322 Wawona Street,"Construction of a new garage (partially excavated); reconfiguration of entry stairs, and a new expansion at the front of the xisting property. A new deck at the rear is also proposed.",SJIMENEZ,Planning
"15,141",2017-015119PRJ,11/28/2017 12:00:00 AM +0000,Under Review,,567 WALLER ST 94117,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,567 WALLER ST,Legalization of as-built roof deck on a 3-unit building.,EGORDON,Planning
"89,108",2010.0305,04/28/2010 12:00:00 AM +0000,Under Review,05/09/2016 12:00:00 AM +0000,"1500 SUNNYDALE AV, SAN FRANCISCO, CA 94134",Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,Sunnydale HOPE SF Master Plan,"The project project is the Sunnydale HOPE SF Master Plan. The proposed project would demolish the existing Sunnydale public housing complexes and construct replacement housing, new market rate housing, infrastructure, open space, and community ammentities. The proposed Master Plan would result demoltition of 785 existing residential units, and development of 1,700 residential units, 1,441 off-street parking spaces, 50,00 square-feet of recreation and education facilities, 16,000 sq. ft. of retail, 16,000 sq.ft. of youth and senior services, and new infrastructure including a new street network.",,Planning
"72,466",2013.0335Y,03/21/2013 12:00:00 AM +0000,On Hold,,"222 02ND ST, SAN FRANCISCO, CA 94105",Notice of Use-TDR (TDU),TDU,Planning,Letters,Research,Planning/Research/Letters/TDU,222 02ND ST,Transfer of Development Rights (TDR),CGROB,Planning
"9,568",2018-006186PRJ,04/19/2018 12:00:00 AM +0000,Open,,45 PROSPECT AVE 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,45 PROSPECT AVENUE,Excavation of craw space for (N) 620 sq. ft. habitable space.,VBYRD,Planning
"1,201",2018-015800PIC,11/20/2018 12:00:00 AM +0000,Consultation,,319 MULLEN AVE 94110,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,319 MULLEN,ADU + DECK LEGALIZATION,DGANETSO,Planning
"25,941",2017-003022PRJ,03/13/2017 12:00:00 AM +0000,Under Review,,1640 WASHINGTON ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,1640 WASHINGTON ST,"COMPLY WITH NOV 201755571 UNIT 2, 201760282 UNIT 7, 201760315 UNIT 12: UNIT 2: GR FLOOR UNIT STORAGE AREAS, UNIT 2 REMOVE FULL BATH, LEGALIZE LAUNDRY, UNIT 7, REMOVE FULL BATH,LEGALIZE LAUNDRY, ADD 1/2 BATH, UNIT 12: REMOVE SHOWER , LEGALIZE LAUNDRY.",SJIMENEZ,Planning
"13,418",2018-000813PRJ,01/11/2018 12:00:00 AM +0000,Under Review,,939 ELLIS ST 94109,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,939 ELLIS ST,"Conditional Use Authorization application to  permit a change of use to Health Services for  Kaiser Permanente. Reuse of existing office building with no exterior changes proposed. The facility will typically operate between 7am-8pm Monday-Friday with shorter hours on Saturday. The majority of patients will be seen between 9am to 5pm Monday to Friday. Kaiser does not propose any expansion of exterior modifications to the existing building at 939 Ellis Street, so there would not be an increase in square footage with the requested CUP. Kaiser Permanente is in the process of developing the floor plans for the building so does not have final layouts. Exemption analyzed the change of use of the entire building approximately 117,498 square feet.",MWOODS,Planning
"1,596",2018-015316PIC,11/08/2018 12:00:00 AM +0000,Consultation,,,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,1439-1441 South Van Ness,Legalize UD at ground floor per ORD 43-14,MCHANDLE,Planning
"52,232",2015-006966PRJ,06/03/2015 12:00:00 AM +0000,Actions Pending,08/05/2016 12:00:00 AM +0000,224 LAIDLEY ST 94131,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,224 Laidley Street,Vertical and horizontal expansion. Excavation of basement and ground floor levels to create habitable space. Front faade reconfiguration.,EGORDON,Planning
"59,694",2014-001505PRJ,11/14/2014 12:00:00 AM +0000,Under Review,,2728 22ND ST 94110,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,2724-2728 22nd Street,Install (N) garage at first floor level with (N) foundation. Enclose (E) light well at first floor level. Install 2 toilets at first floor level.,EJARDINE,Planning
"4,919",2018-011338PIC,08/17/2018 12:00:00 AM +0000,Consultation,,355 LANSDALE AVE 94127,PIC Research (PIC),PIC,Planning,PIC Research,Research,Planning/Research/PIC Research/PIC,355 Lansdale,ADU c6,MBOUDREA,Planning
39,2018-017224PRJ,12/24/2018 12:00:00 AM +0000,Submitted,,101 SPEAR ST 94105,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,101 SPEAR ST,"Exterior improvements include signage and modification to existing windows for access to new exterior decking. Interior improvements for use of the lobby for dinning will retain existing character defining features including murals, openings, telephone booths, light fixtures, entries, decorative tile and grille work.",VLEWIS,Planning
"7,378",2018-008456PRJ,06/14/2018 12:00:00 AM +0000,Under Review,,28 CYRIL MAGNIN ST 94102,Project Profile (PRJ),PRJ,Planning,Project,Project,Planning/Project/Project/PRJ,28 CYRIL MAGNIN ST,"INSTALL ELECTRIC PROJECTING DOUBLE FACED SIGN ""AXIOM"" ON EXISTING CANOPY @ POWELL ST",JVIMR,Planning
